content,score,at,content_sentiment,content_sentiment_num,content_sentiment_confidence
Best game and i miss playing this. Im on a hiatus coz my phone broke. On my 2 months playing this im inlove with this game so much. And i promise I'll be back if i had a new and capable phone for playing this!,5,2025-03-03 17:23:36,positive,2,0.9883629679679871
"Everything become boring, bro release so many gooner girl characthers. HSR players can't relate. Had the floppiest banners, and the whole new genshin impact is full of yappadity yappity yap yap, where's the RPG bro?? 2+ hours yapping and literally 5 mins fighting. Boring ♡",1,2025-03-03 17:17:32,negative,0,0.9958208799362183
it can be a good game if you can somehow ignore the rng hell that is the artifact system,3,2025-03-03 16:57:50,neutral,1,0.3636646866798401
Lumayan bs makan waktu bosan,5,2025-03-03 16:56:28,positive,2,0.512917697429657
Stunning graphics with best story recommendation on top for playing spending data and time is worth it...,5,2025-03-03 16:27:31,positive,2,0.991296648979187
Bro the best story with the best twists and most of the characters are pretty good even if the 5 star character has bad kit you can build it to be useful you can actually take any 3 of your favourite Characters and add one good support character and team will work really well together for example I took mauvika and diluc with jean this team will not work together but add a kazuha or chasca even furina this team will work really nicely,5,2025-03-03 16:20:38,positive,2,0.9930088520050049
Loved this game,5,2025-03-03 16:19:33,positive,2,0.9350893497467041
I lost my phone bc of this my sister won't let me play on mine bc her phone laggy with this game. Thanks genshin XD,4,2025-03-03 16:10:18,negative,0,0.964020311832428
بازی خوبیه,5,2025-03-03 16:06:01,neutral,1,0.3864840567111969
Lack of much needed qol still such as no way to quick start events and main event durations being too short. character design and direction have taken a left turn from the in world designs that the new kens feel out of place. Blatant powercreep especially with the latest evet needing higher constellation characters and a specific character to clear efficiently.,2,2025-03-03 16:04:48,positive,2,0.5016462802886963
Please give me very enjoying and graphic on top,5,2025-03-03 15:54:04,positive,2,0.9886927604675293
So good experience,5,2025-03-03 15:51:17,positive,2,0.9838082194328308
I love genshin SM but It costs a ton of storage,5,2025-03-03 15:41:49,positive,2,0.7036185264587402
"""Genshin could never"" is all I need to say. Respect your players like they deserve and you will get a better rating.",2,2025-03-03 15:37:22,neutral,1,0.5224041938781738
Good,5,2025-03-03 15:20:08,positive,2,0.8451585173606873
Good,5,2025-03-03 14:54:04,positive,2,0.8451585173606873
perfect,5,2025-03-03 14:26:49,positive,2,0.8968794941902161
Too heavy,5,2025-03-03 14:20:31,negative,0,0.9136026501655579
Fantastic game love it,5,2025-03-03 14:10:52,positive,2,0.9707736968994141
Perfect,5,2025-03-03 13:54:03,positive,2,0.8968794941902161
Mail security long time for send aty mail about need time soo much I waiting not send yet 10 minutes ago,3,2025-03-03 13:52:40,negative,0,0.9665753841400146
Super fun,5,2025-03-03 13:43:59,positive,2,0.9822502732276917
GENSHIN COULD NEVER,1,2025-03-03 13:25:31,neutral,1,0.412103533744812
awesome 😎,5,2025-03-03 13:09:11,positive,2,0.9275298714637756
Why so heavyyy 😩😩😩,3,2025-03-03 12:20:32,negative,0,0.8509881496429443
Super and good to go,5,2025-03-03 12:15:26,positive,2,0.9827598333358765
Coquette and slay,5,2025-03-03 12:06:55,neutral,1,0.9493164420127869
"Goodly, games but base Swap Characters. Want swap characters class of yours personally types. But lack of Touching Screen UI set up. Lack of Aim Assists for Controlling Setup. Waste my phone are is storage device. If compression file is good on low end device",5,2025-03-03 12:06:39,negative,0,0.9074185490608215
This game is amazing,5,2025-03-03 11:44:04,positive,2,0.9708494544029236
Trash,1,2025-03-03 11:23:18,negative,0,0.9788740277290344
one word: BEST.,5,2025-03-03 10:34:02,positive,2,0.9796187877655029
33gb is a joke,1,2025-03-03 10:30:54,negative,0,0.9773288369178772
anknown intro(mysteries)(10/10),5,2025-03-03 10:21:56,neutral,1,0.9712924361228943
Game pelit any kikir.,1,2025-03-03 10:14:56,positive,2,0.8655518293380737
I really love this game one of my fav game.The graphic is so great for an mobile game.The story are very awesome.Genshin Impact is a playable anime,5,2025-03-03 10:09:04,positive,2,0.9944650530815125
"this is too much grinding and fail to balance the fun in exploring. not to mention those confusing puzzle which i personally found not creative at all. been playing for a solid 3 years and im burning out. the reason im staying is because I've been a fan for a long time but idk man , it's been a while since i stopped logging in. im looking forward for more better stuff. couldn't imagine my 2021 self would say this kind of stuff about the game tho. the visual is good.",2,2025-03-03 09:34:12,negative,0,0.928662896156311
This is best game,5,2025-03-03 09:22:32,positive,2,0.9005946516990662
Peace 🕊️,5,2025-03-03 08:52:03,positive,2,0.5514158010482788
Best graphics,5,2025-03-03 07:54:19,positive,2,0.9818633198738098
Good,5,2025-03-03 07:07:22,positive,2,0.8451585173606873
🔥,5,2025-03-03 07:03:47,neutral,1,0.3864840567111969
"The game is kind of mid, especially if you're not spending millions of dollars on it. The new updates are releasing characters that are much more powerful than older ones, and adding enemies with more HP, forcing players to spend MORE MONEY. I'm f2p and this game is really starting to lose it's fun side and becoming more of a greedy cash-grab attempt. It's focusing more on fan service and money than making the game actually fun. I used to love this game, but now it just rubs me the wrong way.",2,2025-03-03 06:58:00,negative,0,0.8291307091712952
One fo the best game ever 😎😁,5,2025-03-03 06:38:33,positive,2,0.840521514415741
I love this game!!! Best game ever played,5,2025-03-03 06:31:31,positive,2,0.9741388559341431
"Great game! But need more guides for newbies, like upgrading items, or crafting.",5,2025-03-03 06:11:03,positive,2,0.9435564279556274
10/10 game so relaxing and the art is great I love this game,5,2025-03-03 05:36:38,positive,2,0.9921861886978149
"Gatcha system is rigged, the game is too much for android to be played comfortably",1,2025-03-03 05:35:33,negative,0,0.9756383895874023
"Super fun! The only thing is that I'd like to add a skip dialogue button, and add more things to do for endgame players.",4,2025-03-03 05:06:39,positive,2,0.9847555756568909
GOATED. The story line is awesome is almost impossible to skip.,5,2025-03-03 05:00:28,neutral,1,0.5234709978103638
I can't even login. It says invalid code eventhough I entered the right verification code,1,2025-03-03 04:46:52,negative,0,0.8126167058944702
I love muavika,5,2025-03-03 04:24:05,positive,2,0.9490559697151184
"I can't even use the game!! Every time the last symbol tries to load, the game crashes!! >:( Please fix this. I would like to try the game.",1,2025-03-03 03:31:06,negative,0,0.8940788507461548
"The first three versions of Genshin were amazing, delivering a groundbreaking open-world experience on mobile. But over time, the QoL features have become outdated, and the gameplay feels increasingly repetitive. With its reliance on limited-time content that fuels FOMO, I find it harder to enjoy playing for long. Might as well go back to playing Breath of The Wild than to gamble for some power creeping simulator.",1,2025-03-03 03:30:29,negative,0,0.587868869304657
Fantastic 😊😻,5,2025-03-03 02:48:51,positive,2,0.7882382273674011
Perfect Open world,5,2025-03-03 01:50:49,positive,2,0.9415438771247864
Good game i like this game,5,2025-03-03 01:11:56,positive,2,0.9892656803131104
its cool the characters are too good,4,2025-03-03 01:09:41,positive,2,0.9801672101020813
Goated ngl,5,2025-03-03 00:42:19,negative,0,0.9562681317329407
"Quite good graphics, good storyline, pretty good details in the story, and that's all.",5,2025-03-03 00:39:14,positive,2,0.9924956560134888
I love this game on my S24 ULTRA.,5,2025-03-03 00:36:43,positive,2,0.9912238121032715
Nice game,5,2025-03-03 00:32:57,positive,2,0.870432436466217
I love genshn impact because of the storyline and characters and I like going to different places and there is lots of experience in this game 😊,5,2025-03-03 00:28:29,positive,2,0.985700249671936
"Come hoyo it's been long time i have been waiting for this console mode on Android,just why only on ios????,its been 4 year i have been waiting for this so long,im sure lot of android player want this console mode!",1,2025-03-03 00:26:03,positive,2,0.9760599732398987
I love it,5,2025-03-03 00:17:55,positive,2,0.9829347729682922
Fun interactive open world and peaceful and enjoy and relaxing and smoothing experience,5,2025-03-03 00:13:17,positive,2,0.9378229975700378
"I love the game, but the problem is the players they are to toxic and annoying not to mention they are more toxic on social media. I'm gonna give this 1 star player matters first.",1,2025-03-03 00:09:47,neutral,1,0.8463670015335083
The game is so cool,5,2025-03-03 00:01:06,positive,2,0.9917278289794922
"Hoyoverse is getting too greedy, don't spend money on their games. If you want a better game who's Dev's actually listen to their players, play Wuthering Waves",1,2025-03-02 23:47:05,negative,0,0.8678432106971741
It's a very good game but I am on a phone and I would like it if it was on tablet I love the game,5,2025-03-02 23:44:54,positive,2,0.9784631133079529
It takes forever to load,1,2025-03-02 23:39:35,neutral,1,0.4096241295337677
Omgg,5,2025-03-02 23:12:17,neutral,1,0.3773624300956726
I really like the storyline,5,2025-03-02 22:34:59,positive,2,0.9877181053161621
Best,5,2025-03-02 22:19:28,positive,2,0.8424850702285767
I love the game I'm obsessed bish. Thank you 💗✨.,4,2025-03-02 22:08:39,positive,2,0.9429923295974731
"I am going to be completely honest about it this. I have been a playing for almost 4 years, I joined since the game came out. At first, the game was beautiful, vibrant, full of life and opportunities. Not to mention, respected women's bodies. As we have moved into this new Natlan update, things began to take a BIG downfall. Women now have no clothes, the story is really childish, and what is this nasty Bathhouse update?! I have honestly decided to leave from this because of how disgusting it is.",1,2025-03-02 21:40:16,negative,0,0.9241549372673035
