Product_Category,Product_Name,Quantity,Payment_Method,Review_Rating,Review_Text,State
Books,Science Textbook,2,Debit Card,2,Product not as expected,Andhra Pradesh
Clothing,Jacket,1,UPI,2,Not satisfied,Rajasthan
Books,Comics,4,Debit Card,4,Pretty decent,Tripura
Beauty,Shampoo,4,Credit Card,5,Fantastic quality!,Rajasthan
Home & Kitchen,Water Purifier,2,Cash on Delivery,2,Product not as expected,Madhya Pradesh
Clothing,Jeans,5,Cash on Delivery,5,Worth every rupee!,Arunachal Pradesh
Home & Kitchen,Water Purifier,5,UPI,2,Not satisfied,Jharkhand
Books,Children's Book,3,Debit Card,2,Not satisfied,Mizoram
Home & Kitchen,Cookware Set,5,UPI,1,Very bad product,Arunachal Pradesh
Electronics,Headphones,5,Debit Card,2,Poor packaging,Karnataka
Home & Kitchen,Cookware Set,3,Cash on Delivery,1,Defective item,Nagaland
Clothing,Jacket,4,Debit Card,5,Fantastic quality!,Odisha
Books,Fiction Novel,4,Credit Card,2,Product not as expected,Chhattisgarh
Books,Science Textbook,4,Debit Card,2,Not satisfied,Karnataka
Electronics,Tablet,2,UPI,3,Not bad,Mizoram
Home & Kitchen,Cookware Set,2,Debit Card,3,Could be better,Tamil Nadu
Clothing,Sneakers,5,Cash on Delivery,1,Defective item,Haryana
Clothing,Saree,2,UPI,5,Loved it!,Chhattisgarh
Books,Children's Book,5,UPI,2,Product not as expected,Arunachal Pradesh
Clothing,Sneakers,5,Cash on Delivery,2,Disappointed,Sikkim
Home & Kitchen,Mixer Grinder,3,UPI,2,Disappointed,Telangana
Books,Biography,5,Credit Card,3,Okay product,Madhya Pradesh
Books,Children's Book,3,Debit Card,4,Good quality,Manipur
Clothing,Jacket,2,Debit Card,3,Okay product,Tripura
Home & Kitchen,Cookware Set,5,UPI,5,Loved it!,Punjab
Electronics,Smartwatch,1,Credit Card,4,Satisfied with the product,Odisha
Beauty,Perfume,1,Credit Card,2,Disappointed,Mizoram
Books,Fiction Novel,1,UPI,3,Okay product,Assam
Books,Fiction Novel,5,UPI,3,Could be better,Haryana
Home & Kitchen,Water Purifier,4,UPI,3,Average,Maharashtra
Clothing,Jeans,1,Debit Card,4,Value for money,Jharkhand
Clothing,Jeans,3,Debit Card,1,Terrible experience,Uttar Pradesh
Books,Biography,1,Credit Card,4,Good quality,Madhya Pradesh
Books,Comics,4,Credit Card,3,Average,Chhattisgarh
Home & Kitchen,Air Fryer,3,Credit Card,1,Very bad product,Chhattisgarh
Beauty,Face Cream,3,UPI,3,Fair deal,Karnataka
Books,Comics,4,UPI,1,Terrible experience,Assam
Clothing,Jeans,3,Cash on Delivery,1,Never buying again,Meghalaya
Electronics,Smartwatch,3,Credit Card,5,Loved it!,Odisha
Beauty,Face Cream,3,UPI,4,Pretty decent,Telangana
Electronics,Headphones,4,Credit Card,3,Not bad,Arunachal Pradesh
Clothing,T-Shirt,1,Credit Card,3,Average,Nagaland
Books,Comics,5,Credit Card,1,Defective item,Madhya Pradesh
Home & Kitchen,Vacuum Cleaner,3,Credit Card,5,Excellent product!,Himachal Pradesh
Clothing,Sneakers,1,Debit Card,3,Average,Assam
Home & Kitchen,Mixer Grinder,2,Credit Card,4,Satisfied with the product,Madhya Pradesh
Books,Fiction Novel,5,Debit Card,4,Value for money,Mizoram
Books,Fiction Novel,4,Credit Card,5,Worth every rupee!,Maharashtra
Books,Biography,5,Credit Card,4,Good quality,Tripura
Books,Science Textbook,2,UPI,2,Poor packaging,Tamil Nadu
Clothing,Jeans,1,Credit Card,5,Excellent product!,Chhattisgarh
Clothing,Sneakers,5,Credit Card,3,Okay product,Tripura
Beauty,Shampoo,1,UPI,2,Poor packaging,Chhattisgarh
Beauty,Perfume,1,Debit Card,1,Very bad product,Meghalaya
Clothing,T-Shirt,5,Credit Card,5,Highly recommend!,Nagaland
Clothing,Jacket,3,Cash on Delivery,4,Satisfied with the product,Gujarat
Home & Kitchen,Vacuum Cleaner,4,Credit Card,3,Could be better,Meghalaya
Clothing,T-Shirt,4,Cash on Delivery,1,Never buying again,Madhya Pradesh
Home & Kitchen,Mixer Grinder,5,UPI,3,Could be better,Rajasthan
Home & Kitchen,Air Fryer,5,Debit Card,2,Poor packaging,Odisha
Books,Comics,4,Cash on Delivery,4,Good quality,Gujarat
Beauty,Lipstick,5,UPI,5,Excellent product!,Nagaland
Books,Fiction Novel,2,Debit Card,2,Product not as expected,Punjab
Beauty,Lipstick,2,Credit Card,4,Value for money,Telangana
Home & Kitchen,Vacuum Cleaner,3,Debit Card,1,Terrible experience,Mizoram
Books,Comics,5,Cash on Delivery,3,Could be better,Haryana
Electronics,Headphones,2,Debit Card,5,Loved it!,Haryana
Electronics,Laptop,1,UPI,4,Good quality,Assam
Home & Kitchen,Vacuum Cleaner,2,UPI,2,Quality could improve,Himachal Pradesh
Electronics,Headphones,1,Credit Card,2,Disappointed,Tripura
Clothing,T-Shirt,4,Cash on Delivery,5,Fantastic quality!,Maharashtra
Electronics,Laptop,3,Credit Card,3,Okay product,Karnataka
Electronics,Laptop,5,Cash on Delivery,4,Good quality,Sikkim
Beauty,Perfume,1,Credit Card,4,Would buy again,Odisha
Beauty,Lipstick,5,Cash on Delivery,2,Poor packaging,Assam
Electronics,Laptop,1,Debit Card,2,Product not as expected,Bihar
Clothing,Sneakers,1,Debit Card,3,Could be better,Sikkim
Beauty,Hair Dryer,5,UPI,2,Poor packaging,Maharashtra
Electronics,Tablet,1,Cash on Delivery,5,Excellent product!,Maharashtra
Electronics,Tablet,5,Cash on Delivery,4,Value for money,Kerala
Beauty,Shampoo,5,Cash on Delivery,5,Loved it!,Kerala
Electronics,Smartwatch,4,UPI,3,Fair deal,Gujarat
Home & Kitchen,Air Fryer,3,Credit Card,4,Would buy again,Karnataka
Electronics,Laptop,2,UPI,1,Never buying again,Kerala
Home & Kitchen,Vacuum Cleaner,5,Credit Card,3,Okay product,Punjab
Beauty,Lipstick,1,UPI,1,Very bad product,Rajasthan
Electronics,Headphones,4,Debit Card,3,Could be better,Andhra Pradesh
Home & Kitchen,Air Fryer,3,UPI,2,Poor packaging,Tripura
Clothing,Jacket,3,Credit Card,5,Fantastic quality!,Jharkhand
Clothing,Jacket,2,Debit Card,1,Very bad product,Goa
Clothing,Saree,1,Cash on Delivery,2,Product not as expected,Kerala
Electronics,Headphones,5,UPI,2,Product not as expected,Punjab
Home & Kitchen,Cookware Set,2,Credit Card,5,Loved it!,Uttarakhand
Clothing,Saree,4,UPI,1,Terrible experience,Uttar Pradesh
Electronics,Tablet,1,Credit Card,5,Loved it!,Manipur
Beauty,Lipstick,5,Credit Card,1,Terrible experience,Punjab
Books,Biography,2,Debit Card,4,Pretty decent,Chhattisgarh
Books,Biography,1,Debit Card,4,Would buy again,Manipur
Beauty,Hair Dryer,2,UPI,3,Not bad,Arunachal Pradesh
Electronics,Smartwatch,1,UPI,5,Worth every rupee!,Uttarakhand
Electronics,Headphones,1,Credit Card,4,Value for money,Haryana
Books,Fiction Novel,3,UPI,4,Satisfied with the product,Gujarat
Books,Children's Book,1,UPI,4,Satisfied with the product,Sikkim
Books,Biography,5,UPI,1,Terrible experience,Kerala
Beauty,Shampoo,4,Cash on Delivery,3,Fair deal,Chhattisgarh
Home & Kitchen,Water Purifier,3,Debit Card,5,Loved it!,Tripura
Home & Kitchen,Vacuum Cleaner,1,Cash on Delivery,5,Highly recommend!,Telangana
Clothing,Saree,4,Credit Card,3,Could be better,West Bengal
Clothing,Jacket,4,Debit Card,4,Satisfied with the product,Assam
Home & Kitchen,Vacuum Cleaner,1,UPI,5,Loved it!,Bihar
Beauty,Hair Dryer,1,Cash on Delivery,5,Highly recommend!,Telangana
Home & Kitchen,Water Purifier,3,UPI,5,Highly recommend!,Arunachal Pradesh
Home & Kitchen,Air Fryer,5,Credit Card,5,Loved it!,Haryana
Home & Kitchen,Cookware Set,2,Cash on Delivery,2,Not satisfied,Punjab
Home & Kitchen,Cookware Set,3,Cash on Delivery,2,Disappointed,Chhattisgarh
Books,Children's Book,1,UPI,1,Never buying again,West Bengal
Home & Kitchen,Water Purifier,4,Debit Card,4,Good quality,Uttarakhand
Clothing,T-Shirt,4,Credit Card,4,Satisfied with the product,Uttarakhand
Electronics,Smartphone,4,Debit Card,5,Fantastic quality!,Jharkhand
Beauty,Lipstick,5,Credit Card,2,Disappointed,Andhra Pradesh
Books,Biography,3,Debit Card,2,Not satisfied,Karnataka
Beauty,Lipstick,5,UPI,4,Value for money,Tamil Nadu
Home & Kitchen,Air Fryer,1,Debit Card,5,Highly recommend!,Uttar Pradesh
Electronics,Smartphone,3,Cash on Delivery,2,Poor packaging,Bihar
Books,Comics,2,Cash on Delivery,3,Not bad,Jharkhand
Home & Kitchen,Cookware Set,5,UPI,3,Could be better,Manipur
Beauty,Shampoo,2,UPI,4,Satisfied with the product,Meghalaya
Beauty,Shampoo,1,Cash on Delivery,1,Very bad product,Andhra Pradesh
Books,Children's Book,5,UPI,4,Would buy again,Karnataka
Home & Kitchen,Air Fryer,3,Cash on Delivery,3,Okay product,Gujarat
Electronics,Smartphone,1,Debit Card,1,Never buying again,Telangana
Home & Kitchen,Cookware Set,1,UPI,1,Defective item,Nagaland
Books,Biography,4,Cash on Delivery,2,Poor packaging,Gujarat
Home & Kitchen,Cookware Set,4,Cash on Delivery,5,Excellent product!,Gujarat
Beauty,Hair Dryer,1,Cash on Delivery,3,Average,Nagaland
Books,Science Textbook,4,Debit Card,5,Highly recommend!,Mizoram
Clothing,Jacket,3,Debit Card,5,Highly recommend!,Tripura
Clothing,T-Shirt,5,Cash on Delivery,5,Loved it!,Himachal Pradesh
Home & Kitchen,Water Purifier,3,Credit Card,4,Good quality,Nagaland
Beauty,Perfume,3,Cash on Delivery,4,Pretty decent,Meghalaya
Home & Kitchen,Mixer Grinder,4,Cash on Delivery,4,Value for money,Punjab
Books,Science Textbook,3,Debit Card,5,Fantastic quality!,Telangana
Beauty,Hair Dryer,3,Credit Card,5,Excellent product!,Chhattisgarh
Books,Children's Book,4,Cash on Delivery,3,Could be better,Tamil Nadu
Books,Biography,5,Credit Card,4,Value for money,Tamil Nadu
Electronics,Laptop,5,UPI,3,Fair deal,Sikkim
Home & Kitchen,Cookware Set,4,Cash on Delivery,4,Satisfied with the product,Andhra Pradesh
Books,Fiction Novel,4,Cash on Delivery,1,Never buying again,Madhya Pradesh
Clothing,Jeans,2,Credit Card,4,Would buy again,Odisha
Home & Kitchen,Water Purifier,1,Debit Card,4,Satisfied with the product,Sikkim
Home & Kitchen,Air Fryer,3,Debit Card,3,Average,Mizoram
Beauty,Perfume,5,Debit Card,5,Highly recommend!,Arunachal Pradesh
Clothing,T-Shirt,4,UPI,5,Worth every rupee!,Himachal Pradesh
Books,Comics,3,Cash on Delivery,2,Product not as expected,Goa
Beauty,Perfume,2,Debit Card,2,Not satisfied,Arunachal Pradesh
Clothing,Sneakers,5,UPI,3,Okay product,Jharkhand
Clothing,T-Shirt,2,Credit Card,1,Waste of money,Gujarat
Books,Fiction Novel,3,Credit Card,3,Okay product,Uttar Pradesh
Home & Kitchen,Air Fryer,4,UPI,1,Waste of money,Tamil Nadu
Beauty,Hair Dryer,1,Cash on Delivery,1,Waste of money,Punjab
Beauty,Face Cream,4,Debit Card,2,Quality could improve,Himachal Pradesh
Electronics,Smartphone,3,Credit Card,2,Product not as expected,Arunachal Pradesh
Books,Fiction Novel,5,Cash on Delivery,2,Product not as expected,Manipur
Clothing,Saree,5,Debit Card,5,Fantastic quality!,Rajasthan
Electronics,Headphones,3,Credit Card,2,Not satisfied,Andhra Pradesh
Home & Kitchen,Air Fryer,1,Debit Card,2,Poor packaging,Assam
Beauty,Hair Dryer,2,Debit Card,1,Very bad product,Madhya Pradesh
Clothing,Jacket,1,Cash on Delivery,3,Average,Sikkim
Books,Children's Book,5,Cash on Delivery,3,Not bad,Himachal Pradesh
Clothing,Saree,2,Debit Card,2,Quality could improve,Sikkim
Electronics,Laptop,1,UPI,3,Not bad,West Bengal
Electronics,Smartphone,3,Credit Card,5,Fantastic quality!,Sikkim
Clothing,Jeans,1,Credit Card,4,Value for money,Kerala
Clothing,Sneakers,5,UPI,1,Terrible experience,West Bengal
Clothing,Saree,3,UPI,1,Terrible experience,Bihar
Home & Kitchen,Mixer Grinder,3,Cash on Delivery,5,Excellent product!,Andhra Pradesh
Electronics,Tablet,5,Credit Card,5,Fantastic quality!,Jharkhand
Electronics,Smartphone,3,Credit Card,2,Product not as expected,West Bengal
Clothing,Sneakers,3,Cash on Delivery,3,Could be better,Rajasthan
Electronics,Headphones,1,Cash on Delivery,3,Average,Madhya Pradesh
Electronics,Laptop,3,Credit Card,3,Could be better,Haryana
Books,Science Textbook,5,Credit Card,5,Highly recommend!,Madhya Pradesh
Books,Children's Book,2,Credit Card,4,Value for money,Mizoram
Beauty,Face Cream,5,Cash on Delivery,2,Quality could improve,Tamil Nadu
Beauty,Shampoo,2,Debit Card,4,Satisfied with the product,Bihar
Beauty,Lipstick,5,Debit Card,1,Defective item,Karnataka
Electronics,Smartwatch,3,Cash on Delivery,4,Good quality,Meghalaya
Beauty,Perfume,4,UPI,3,Okay product,West Bengal
Beauty,Lipstick,3,Credit Card,3,Average,Punjab
Electronics,Headphones,5,UPI,5,Excellent product!,Nagaland
Books,Science Textbook,2,Credit Card,5,Highly recommend!,Assam
Home & Kitchen,Vacuum Cleaner,4,Cash on Delivery,1,Never buying again,Goa
Home & Kitchen,Water Purifier,1,UPI,3,Fair deal,Gujarat
Home & Kitchen,Vacuum Cleaner,4,UPI,1,Never buying again,Mizoram
Clothing,Jeans,1,Credit Card,2,Poor packaging,Manipur
Clothing,Saree,3,Cash on Delivery,3,Okay product,Nagaland
Books,Comics,2,Debit Card,1,Very bad product,Tamil Nadu
Electronics,Smartphone,1,Cash on Delivery,3,Not bad,Andhra Pradesh
Electronics,Laptop,4,Debit Card,5,Loved it!,Arunachal Pradesh
Electronics,Smartwatch,5,Cash on Delivery,5,Worth every rupee!,Haryana
Books,Children's Book,5,Cash on Delivery,3,Could be better,Mizoram
Beauty,Perfume,2,Credit Card,2,Product not as expected,Jharkhand
Electronics,Headphones,4,Cash on Delivery,5,Fantastic quality!,Karnataka
Electronics,Smartphone,1,Cash on Delivery,3,Average,Meghalaya
Clothing,Sneakers,3,Debit Card,4,Good quality,Madhya Pradesh
Electronics,Laptop,1,Cash on Delivery,2,Not satisfied,Telangana
Beauty,Hair Dryer,5,Credit Card,1,Waste of money,Goa
Home & Kitchen,Mixer Grinder,5,Credit Card,3,Okay product,Andhra Pradesh
Clothing,Jeans,2,Cash on Delivery,4,Value for money,Kerala
Clothing,Jacket,5,Credit Card,5,Fantastic quality!,Sikkim
Books,Fiction Novel,2,UPI,2,Product not as expected,Kerala
Electronics,Tablet,3,Credit Card,4,Would buy again,Kerala
Home & Kitchen,Air Fryer,2,Debit Card,2,Product not as expected,Rajasthan
Electronics,Headphones,4,Credit Card,2,Quality could improve,Jharkhand
Beauty,Face Cream,1,UPI,2,Not satisfied,Haryana
Beauty,Hair Dryer,3,Debit Card,4,Would buy again,Mizoram
Books,Fiction Novel,3,Debit Card,4,Value for money,Himachal Pradesh
Electronics,Laptop,1,UPI,3,Could be better,Uttar Pradesh
Electronics,Headphones,1,UPI,2,Poor packaging,Arunachal Pradesh
Electronics,Tablet,3,UPI,1,Waste of money,Rajasthan
Home & Kitchen,Cookware Set,3,Credit Card,5,Worth every rupee!,Himachal Pradesh
Clothing,T-Shirt,3,Debit Card,1,Very bad product,Madhya Pradesh
Books,Science Textbook,2,Cash on Delivery,5,Excellent product!,Uttarakhand
Beauty,Face Cream,1,Credit Card,1,Very bad product,Andhra Pradesh
Clothing,Jeans,2,Debit Card,2,Quality could improve,Nagaland
Beauty,Lipstick,3,Cash on Delivery,4,Satisfied with the product,Himachal Pradesh
Beauty,Shampoo,3,Credit Card,2,Quality could improve,Haryana
Home & Kitchen,Vacuum Cleaner,5,Cash on Delivery,2,Disappointed,Chhattisgarh
Books,Biography,2,UPI,1,Never buying again,Karnataka
Clothing,Saree,1,Cash on Delivery,1,Very bad product,Madhya Pradesh
Books,Fiction Novel,4,Debit Card,3,Average,Sikkim
Home & Kitchen,Cookware Set,2,Debit Card,5,Highly recommend!,Chhattisgarh
Clothing,Sneakers,5,UPI,1,Terrible experience,Assam
Home & Kitchen,Water Purifier,4,Credit Card,3,Okay product,Telangana
Home & Kitchen,Air Fryer,5,Cash on Delivery,3,Not bad,Madhya Pradesh
Books,Comics,5,Cash on Delivery,1,Never buying again,Mizoram
Books,Science Textbook,1,Debit Card,3,Could be better,Sikkim
Books,Biography,3,UPI,5,Loved it!,Punjab
Clothing,Sneakers,3,UPI,2,Poor packaging,West Bengal
Clothing,Jacket,2,Cash on Delivery,2,Not satisfied,Rajasthan
Books,Children's Book,4,Credit Card,2,Product not as expected,Sikkim
Home & Kitchen,Mixer Grinder,1,UPI,3,Okay product,Haryana
Home & Kitchen,Mixer Grinder,4,Credit Card,5,Worth every rupee!,Maharashtra
Beauty,Hair Dryer,2,Cash on Delivery,3,Could be better,Haryana
Clothing,T-Shirt,5,Cash on Delivery,4,Would buy again,Odisha
Beauty,Perfume,3,UPI,3,Okay product,Chhattisgarh
Beauty,Hair Dryer,3,Debit Card,2,Not satisfied,Maharashtra
Books,Children's Book,1,Credit Card,3,Fair deal,Jharkhand
Clothing,Sneakers,5,UPI,2,Poor packaging,Punjab
Home & Kitchen,Mixer Grinder,4,Debit Card,2,Product not as expected,Karnataka
Clothing,Jeans,2,Debit Card,2,Not satisfied,Manipur
Clothing,Saree,1,Cash on Delivery,2,Not satisfied,Nagaland
Clothing,Saree,2,Debit Card,5,Excellent product!,Chhattisgarh
Beauty,Lipstick,2,UPI,5,Fantastic quality!,Gujarat
Books,Comics,4,UPI,2,Poor packaging,Rajasthan
Clothing,T-Shirt,5,Cash on Delivery,5,Highly recommend!,Chhattisgarh
Electronics,Smartwatch,4,Debit Card,1,Waste of money,Odisha
Beauty,Shampoo,3,UPI,3,Could be better,Nagaland
Clothing,Jeans,2,UPI,2,Poor packaging,Sikkim
Books,Biography,3,Credit Card,5,Highly recommend!,Uttar Pradesh
Beauty,Face Cream,2,Cash on Delivery,5,Highly recommend!,Gujarat
Books,Biography,4,Credit Card,5,Fantastic quality!,West Bengal
Home & Kitchen,Vacuum Cleaner,1,Credit Card,1,Very bad product,Chhattisgarh
Beauty,Perfume,4,Debit Card,3,Could be better,Jharkhand
Electronics,Headphones,3,Cash on Delivery,3,Could be better,Tamil Nadu
Home & Kitchen,Mixer Grinder,5,Credit Card,2,Poor packaging,Tamil Nadu
Electronics,Headphones,1,UPI,1,Very bad product,Mizoram
Home & Kitchen,Vacuum Cleaner,2,Debit Card,1,Very bad product,Chhattisgarh
Books,Fiction Novel,1,Debit Card,4,Good quality,Maharashtra
Books,Children's Book,2,Debit Card,3,Fair deal,Tripura
Home & Kitchen,Water Purifier,2,Debit Card,4,Value for money,Chhattisgarh
Home & Kitchen,Water Purifier,4,UPI,1,Very bad product,Rajasthan
Beauty,Face Cream,1,Cash on Delivery,4,Pretty decent,Odisha
Beauty,Shampoo,1,Cash on Delivery,1,Terrible experience,Goa
Beauty,Lipstick,3,Credit Card,4,Would buy again,Karnataka
Clothing,Jacket,4,Credit Card,1,Waste of money,Assam
Home & Kitchen,Cookware Set,2,Credit Card,2,Not satisfied,Nagaland
Books,Children's Book,5,Cash on Delivery,4,Satisfied with the product,Nagaland
Beauty,Lipstick,1,Credit Card,3,Fair deal,Telangana
Electronics,Laptop,5,Debit Card,3,Average,Bihar
Beauty,Hair Dryer,3,Debit Card,2,Not satisfied,Goa
Clothing,Jeans,4,Debit Card,4,Pretty decent,Karnataka
Books,Children's Book,4,Cash on Delivery,1,Very bad product,Uttarakhand
Home & Kitchen,Vacuum Cleaner,1,Cash on Delivery,3,Could be better,Chhattisgarh
Home & Kitchen,Air Fryer,1,UPI,4,Satisfied with the product,Telangana
Beauty,Perfume,5,Cash on Delivery,2,Disappointed,Andhra Pradesh
Beauty,Lipstick,2,Debit Card,3,Fair deal,Tripura
Electronics,Smartwatch,4,Cash on Delivery,1,Defective item,Karnataka
Home & Kitchen,Water Purifier,5,UPI,1,Terrible experience,Maharashtra
Electronics,Smartphone,5,Credit Card,3,Average,Maharashtra
Electronics,Smartphone,4,Cash on Delivery,4,Satisfied with the product,Jharkhand
Home & Kitchen,Vacuum Cleaner,2,Debit Card,4,Value for money,Manipur
Clothing,Jacket,3,UPI,2,Quality could improve,Telangana
Electronics,Tablet,3,UPI,5,Worth every rupee!,Uttarakhand
Home & Kitchen,Cookware Set,4,UPI,1,Waste of money,Rajasthan
Beauty,Shampoo,3,Debit Card,5,Excellent product!,Telangana
Beauty,Perfume,3,UPI,4,Would buy again,Himachal Pradesh
Clothing,Sneakers,2,Credit Card,4,Good quality,Chhattisgarh
Home & Kitchen,Cookware Set,5,UPI,5,Highly recommend!,Tripura
Electronics,Headphones,4,Debit Card,4,Pretty decent,Gujarat
Clothing,Jeans,5,Debit Card,3,Average,Bihar
Beauty,Face Cream,1,UPI,2,Product not as expected,Chhattisgarh
Clothing,Sneakers,3,Debit Card,4,Would buy again,Goa
Home & Kitchen,Vacuum Cleaner,4,Debit Card,1,Terrible experience,Andhra Pradesh
Beauty,Perfume,4,Cash on Delivery,2,Product not as expected,Tripura
Home & Kitchen,Cookware Set,2,Credit Card,3,Okay product,Punjab
Home & Kitchen,Vacuum Cleaner,1,UPI,5,Fantastic quality!,Punjab
Clothing,Saree,5,UPI,1,Very bad product,Himachal Pradesh
Clothing,Jacket,2,UPI,5,Excellent product!,Punjab
Books,Comics,1,Credit Card,2,Not satisfied,Odisha
Clothing,Saree,1,UPI,1,Terrible experience,Punjab
Clothing,Saree,4,Debit Card,3,Not bad,Haryana
Clothing,T-Shirt,2,Credit Card,4,Pretty decent,Punjab
Home & Kitchen,Cookware Set,2,Credit Card,4,Value for money,Haryana
Clothing,T-Shirt,3,Credit Card,5,Excellent product!,Haryana
Clothing,T-Shirt,1,Credit Card,2,Product not as expected,Sikkim
Beauty,Perfume,2,Credit Card,1,Very bad product,Andhra Pradesh
Home & Kitchen,Air Fryer,3,Credit Card,5,Highly recommend!,Kerala
Home & Kitchen,Cookware Set,1,Cash on Delivery,3,Average,Assam
Home & Kitchen,Water Purifier,5,Cash on Delivery,4,Pretty decent,Tamil Nadu
Books,Comics,1,UPI,4,Pretty decent,Tripura
Books,Children's Book,3,UPI,4,Satisfied with the product,Meghalaya
Home & Kitchen,Air Fryer,3,Cash on Delivery,3,Could be better,Chhattisgarh
Clothing,T-Shirt,1,Credit Card,2,Not satisfied,Mizoram
Books,Science Textbook,3,Credit Card,5,Fantastic quality!,West Bengal
Electronics,Smartphone,5,Debit Card,4,Would buy again,Punjab
Home & Kitchen,Water Purifier,5,Credit Card,5,Worth every rupee!,Meghalaya
Beauty,Hair Dryer,4,Debit Card,2,Poor packaging,Tamil Nadu
Beauty,Perfume,4,Debit Card,1,Very bad product,Rajasthan
Electronics,Tablet,4,UPI,1,Never buying again,Kerala
Electronics,Smartwatch,5,UPI,1,Terrible experience,Goa
Beauty,Shampoo,1,Credit Card,4,Satisfied with the product,West Bengal
